0.000000;0.970540;0.011059;0.942070;0.969152;0.970603;96.079178;0.447165;-0.016277;-0.238792;0.010165;0.057125;-0.239509;0.239008;-23.635109;-0.046601;-0.160075;0.999725;0.010980;0.999571;0.998569;0.999786;98.967279;0.492233;0.069677;11.000000
1.000000;0.970756;0.010666;0.942480;0.969152;0.970814;96.110537;0.323254;0.230144;-0.238762;0.009414;0.057096;-0.239509;0.238947;-23.641248;0.446617;-0.035157;0.999930;0.010558;0.999972;0.998569;0.999986;98.999621;-0.009264;0.208170;11.000000
2.000000;0.971434;0.009133;0.943768;0.971208;0.971477;96.158868;0.721526;0.476275;-0.238649;0.009445;0.057043;-0.239509;0.238836;-23.615145;0.129473;-0.010012;1.000549;0.009390;1.001186;1.000241;1.000593;99.039099;0.476902;0.288287;11.000000
3.000000;0.970848;0.009465;0.942636;0.971208;0.970895;96.113115;1.358450;-0.020116;-0.239232;0.010165;0.057335;-0.239509;0.239448;-23.682695;-0.044512;0.080213;1.000133;0.009610;1.000359;1.000176;1.000180;99.012125;0.882713;-0.107624;11.000000
4.000000;0.969748;0.010458;0.940521;0.969152;0.969804;95.998459;1.159948;-0.305367;-0.239140;0.010960;0.057308;-0.238485;0.239391;-23.662229;-0.327678;-0.137730;0.999051;0.010451;0.998213;0.999638;0.999106;98.896696;0.411239;-0.246863;11.000000
5.000000;0.968134;0.010911;0.937402;0.967095;0.968195;95.855017;0.218795;-0.223509;-0.239089;0.011069;0.057286;-0.236950;0.239345;-23.666328;0.018686;-0.649703;0.997475;0.010609;0.995070;0.996232;0.997532;98.758811;-0.108286;-0.081826;11.000000
6.000000;0.968895;0.011927;0.938899;0.969666;0.968968;95.917224;-0.425599;-0.219151;-0.238444;0.010826;0.056973;-0.236438;0.238690;-23.593143;0.346261;-0.654213;0.998033;0.011573;0.996204;0.998687;0.998100;98.798791;-0.252221;-0.333395;11.000000
7.000000;0.970602;0.011337;0.942196;0.970180;0.970668;96.087403;-0.155185;-0.175156;-0.237533;0.011401;0.056552;-0.237974;0.237807;-23.500005;0.321125;-0.362678;0.999505;0.011352;0.999140;1.000435;0.999570;98.944918;0.198403;-0.307354;11.000000
8.000000;0.970262;0.010597;0.941521;0.969666;0.970320;96.058098;0.127196;-0.155151;-0.238107;0.012939;0.056862;-0.238485;0.238458;-23.581891;0.340473;-0.377662;0.999353;0.010790;0.998823;0.999773;0.999412;98.940396;0.074940;-0.161814;11.000000
9.000000;0.970447;0.009529;0.941859;0.970180;0.970494;96.071977;0.181267;-0.408008;-0.240583;0.012286;0.058031;-0.240532;0.240897;-23.821393;0.333446;-0.106006;1.000088;0.009922;1.000275;1.000301;1.000137;99.007496;0.033295;-0.352668;11.000000
10.000000;0.971887;0.010136;0.944667;0.972237;0.971940;96.220049;-0.353409;0.063474;-0.240430;0.011837;0.057947;-0.240532;0.240721;-23.810646;-0.227469;-0.076265;1.001455;0.010224;1.003016;1.002354;1.001507;99.149274;-0.473538;-0.044622;11.000000
11.000000;0.972648;0.011459;0.946175;0.973265;0.972715;96.303340;-0.247440;-0.013823;-0.239202;0.011719;0.057355;-0.239509;0.239489;-23.679631;-0.217946;-0.016070;1.001913;0.011143;1.003953;1.001542;1.001975;99.200020;-0.383140;-0.017675;11.000000
12.000000;0.972915;0.010461;0.946673;0.974293;0.972971;96.316710;-0.083039;-0.010196;-0.238782;0.012462;0.057172;-0.239509;0.239107;-23.636129;0.372463;0.025088;1.002097;0.010644;1.004312;1.001640;1.002154;99.205124;-0.439295;0.026817;11.000000
13.000000;0.971198;0.012090;0.943372;0.973265;0.971273;96.141391;-0.228754;-0.281732;-0.236970;0.012993;0.056324;-0.236438;0.237326;-23.460597;-0.164469;-0.217969;1.000039;0.012404;1.000232;1.001596;1.000116;98.997013;-0.656631;-0.218459;11.000000
14.000000;0.970252;0.012778;0.941552;0.972751;0.970336;96.056553;-0.500250;-0.306729;-0.237922;0.014369;0.056813;-0.237462;0.238356;-23.556295;0.543427;0.059525;0.999499;0.013085;0.999170;1.001492;0.999585;98.952471;-0.673985;-0.346719;11.000000
15.000000;0.972144;0.010935;0.945183;0.973265;0.972205;96.238559;-0.372171;-0.385287;-0.236172;0.016688;0.056056;-0.236438;0.236761;-23.381780;-0.079985;0.131865;1.001091;0.011888;1.002324;1.001492;1.001161;99.104976;-0.313860;-0.420280;11.000000
16.000000;0.972730;0.010617;0.946317;0.973265;0.972788;96.301800;-0.277352;-0.314942;-0.230737;0.017400;0.053542;-0.231832;0.231392;-22.845447;-0.106977;0.276095;1.000421;0.011636;1.000978;1.000968;1.000489;99.044192;-0.520937;-0.291671;11.000000
17.000000;0.972812;0.011829;0.946504;0.973265;0.972884;96.303845;0.120810;-0.080095;-0.228516;0.015668;0.052465;-0.229785;0.229052;-22.621289;0.512115;0.420315;0.999948;0.012554;1.000054;1.001807;1.000027;98.989909;-0.149451;-0.199758;11.000000
